spend per visit,nights per visit,quarter,dur_stay,mode,purpose
14.72198679,2.924676326,April-June,1-3  nights,Air,Holiday
24.35577755,2.946958628,April-June,1-3  nights,Air,VFR
1372.729106,5.477880422,April-June,4-7  nights,Air,Holiday
5093.728744,9.913900412,April-June,8-14 nights,Air,Holiday
1410.574147,6.02387706,April-June,8-14 nights,Air,VFR
1585.067206,16.57316599,April-June,15+  nights,Air,Holiday
1003.437779,29.75370633,April-June,15+  nights,Tunnel,Holiday
3015.000111,2,April-June,1-3  nights,Air,VFR
215.0000031,1,April-June,1-3  nights,Air,Miscellaneous
877.4999773,5.999999821,April-June,4-7  nights,Air,Holiday
2611.270713,6.999999878,April-June,4-7  nights,Air,Business
1467.762279,11.15141857,April-June,8-14 nights,Air,VFR
1165.000008,20.00000036,April-June,15+  nights,Air,Holiday
425.2871122,18.2857157,April-June,15+  nights,Air,VFR
2660.373425,1.631542455,April-June,1-3  nights,Air,Business
1340.088816,8.973482925,April-June,8-14 nights,Air,Holiday
217.8469566,8.157711889,April-June,8-14 nights,Air,VFR
3980.658034,17.94696585,April-June,15+  nights,Air,Holiday
955.1826304,4.765192849,April-June,1-3  nights,Air,Holiday
1126.153835,2.292622085,April-June,1-3  nights,Air,Business
379.7614698,2.999999922,April-June,1-3  nights,Air,VFR
642.220997,2.229711575,April-June,1-3  nights,Air,Miscellaneous
30.10313275,1.983580434,April-June,1-3  nights,Tunnel,VFR
787.0778565,5.24257331,April-June,4-7  nights,Air,Holiday
1347.197115,4.698102066,April-June,4-7  nights,Air,Business
439.1343529,5.106957572,April-June,4-7  nights,Air,VFR
992.4861525,7.07578435,April-June,8-14 nights,Air,Holiday
1090.699501,9.710279302,April-June,8-14 nights,Air,VFR
75.23240545,3.082917718,April-June,1-3  nights,Air,Business
301.1276025,2.803600778,April-June,1-3  nights,Air,VFR
44.89034995,1.26553756,April-June,1-3  nights,Air,Miscellaneous
62.55749313,2.076639284,April-June,1-3  nights,Sea,Holiday
82.66465593,1.983580449,April-June,1-3  nights,Tunnel,Holiday
439.4225743,3.950284275,April-June,4-7  nights,Air,Holiday
1469.534341,4.753661221,April-June,4-7  nights,Air,Business
478.0601966,6.146622994,April-June,4-7  nights,Air,VFR
1464.144815,4.988705531,April-June,4-7  nights,Air,Study
1302.512949,5.65513861,April-June,4-7  nights,Air,Miscellaneous
67.23033042,3.967160768,April-June,4-7  nights,Sea,Holiday
368.2616587,3.967160913,April-June,4-7  nights,Tunnel,Holiday
866.764541,7.540996517,April-June,8-14 nights,Air,Holiday
917.3638291,8.966147573,April-June,8-14 nights,Air,Business
473.5348805,10.09308074,April-June,8-14 nights,Air,VFR
238.4300521,3.332089226,April-June,8-14 nights,Air,Miscellaneous
1426.463281,8.605271917,April-June,15+  nights,Air,Holiday
1107.373914,19.44555159,April-June,15+  nights,Air,Business
513.0556656,28.57040508,April-June,15+  nights,Air,VFR
1986.707743,24.94352642,April-June,15+  nights,Air,Study
1472.045912,6.325013026,April-June,4-7  nights,Air,Holiday
2014.999975,6.000000185,April-June,4-7  nights,Air,VFR
515.0000232,11.00000036,April-June,8-14 nights,Air,Holiday
1649.741487,9.142527817,April-June,8-14 nights,Air,Business
1117.964603,9.498958049,April-June,8-14 nights,Air,VFR
115.0000018,8,April-June,8-14 nights,Air,Miscellaneous
1015.000042,15.00000053,April-June,15+  nights,Air,Business
535.5662056,20.49391312,April-June,15+  nights,Air,VFR
750.1396779,0.972282957,April-June,1-3  nights,Air,Holiday
1291.313422,1.903430864,April-June,1-3  nights,Air,Business
542.8835577,1.720102327,April-June,1-3  nights,Air,VFR
242.3706106,1,April-June,1-3  nights,Air,Miscellaneous
13.04469187,0.991790226,April-June,1-3  nights,Tunnel,Miscellaneous
1169.47455,4.819241812,April-June,4-7  nights,Air,Holiday
1887.786332,5.325058186,April-June,4-7  nights,Air,Business
526.0312873,4.769334152,April-June,4-7  nights,Air,VFR
1683.000125,6.000000185,April-June,4-7  nights,Air,Miscellaneous
225.9521784,3.967160811,April-June,4-7  nights,Sea,Holiday
893.7140677,4.943151571,April-June,8-14 nights,Air,Holiday
2599.034571,7.576641726,April-June,8-14 nights,Air,Business
550.5262165,8.791502606,April-June,8-14 nights,Air,VFR
562.584106,3.967160811,April-June,8-14 nights,Sea,Holiday
986.2713922,13.61196113,April-June,15+  nights,Air,Holiday
1608.031245,19.64109196,April-June,15+  nights,Air,VFR
828.700789,1,April-June,4-7  nights,Air,Business
1864.583081,3.000000071,April-June,8-14 nights,Air,Holiday
1696.99998,8,April-June,8-14 nights,Air,VFR
723.7569221,37.75647037,April-June,15+  nights,Air,VFR
3634.523484,3.111486828,April-June,1-3  nights,Air,Holiday
1654.077283,2.059481585,April-June,1-3  nights,Air,Business
1729.773881,4.803269605,April-June,1-3  nights,Air,VFR
222.4816188,1,April-June,1-3  nights,Air,Miscellaneous
2705.632131,6.239974963,April-June,4-7  nights,Air,Holiday
1889.347043,4.336527322,April-June,4-7  nights,Air,Business
412.6584778,6.404359519,April-June,4-7  nights,Air,VFR
1087.96319,12.21991921,April-June,8-14 nights,Air,Holiday
338.1000165,2.059481796,April-June,8-14 nights,Air,Business
1355.589165,22.10232328,April-June,8-14 nights,Air,VFR
1716.722568,22.97201481,April-June,15+  nights,Air,Holiday
726.0471483,15.44611306,April-June,15+  nights,Air,Business
1505.543985,35.75767265,April-June,15+  nights,Air,VFR
314.9999919,2,April-June,1-3  nights,Air,Business
1854.000111,4,April-June,4-7  nights,Air,Holiday
1453.514392,5.1245052,April-June,4-7  nights,Air,Business
395.0027516,7,April-June,4-7  nights,Air,VFR
1414.999991,5,April-June,4-7  nights,Air,Study
1083.0327,5.999999595,April-June,8-14 nights,Air,Business
588.7641677,13.36096553,April-June,8-14 nights,Air,VFR
1103.96839,20.99999946,April-June,15+  nights,Air,VFR
1014.999991,3,April-June,1-3  nights,Air,Holiday
854.2826122,2.090624406,April-June,1-3  nights,Air,Business
1108.314237,11.66425515,April-June,1-3  nights,Air,VFR
15.000001,1,April-June,1-3  nights,Air,Miscellaneous
577.7549971,3.985308211,April-June,4-7  nights,Air,Holiday
224.8022603,5.227162145,April-June,4-7  nights,Air,Business
1176.854429,5.000000157,April-June,4-7  nights,Air,VFR
514.999991,8,April-June,8-14 nights,Air,Holiday
1015.000033,10.00000019,April-June,8-14 nights,Air,Business
5583.878288,8.908553122,April-June,8-14 nights,Air,VFR
15315.00016,10.99999949,April-June,8-14 nights,Air,Study
3319.930121,87.0747939,April-June,15+  nights,Air,Miscellaneous
259.3129893,0.957488475,July-September,1-3  nights,Air,Holiday
280.2236509,1.319488804,July-September,1-3  nights,Air,Business
39.99999777,1,July-September,1-3  nights,Air,VFR
378.3791281,1.8427028,July-September,1-3  nights,Sea,Holiday
199.9999969,2,July-September,1-3  nights,Sea,Business
265.4191471,0.975107898,July-September,1-3  nights,Sea,VFR
509.9607469,2.2715263,July-September,1-3  nights,Tunnel,Holiday
1575.759651,1.974948788,July-September,1-3  nights,Tunnel,Business
269.7960724,1.993738476,July-September,1-3  nights,Tunnel,VFR
505.2559508,1.73674602,July-September,1-3  nights,Tunnel,Miscellaneous
310.9999935,4,July-September,4-7  nights,Air,Holiday
115.6940984,1.002640017,July-September,4-7  nights,Sea,Holiday
245.2343448,1.66921708,July-September,4-7  nights,Tunnel,Holiday
754.8830904,4,July-September,4-7  nights,Tunnel,Business
917.6201571,6.82575468,July-September,4-7  nights,Tunnel,VFR
29.10440069,1.002640017,July-September,8-14 nights,Sea,Holiday
163.4613598,12.67640228,July-September,8-14 nights,Sea,VFR
1587.999992,8,July-September,8-14 nights,Tunnel,Holiday
197.3376512,8.775970326,July-September,8-14 nights,Tunnel,VFR
317.7624879,2.577971191,July-September,1-3  nights,Air,Holiday
415.0000027,3.000000061,July-September,1-3  nights,Air,Business
165.0000024,2,July-September,1-3  nights,Air,VFR
212.1812287,1,July-September,1-3  nights,Air,Miscellaneous
1014.999993,5,July-September,4-7  nights,Air,Business
316.2326418,2.654864222,July-September,1-3  nights,Air,Holiday
473.3830467,2.973941011,July-September,1-3  nights,Air,Business
176.1809349,2.282639426,July-September,1-3  nights,Air,VFR
375.4654051,1.647238745,July-September,1-3  nights,Air,Miscellaneous
414.0026377,1.523886297,July-September,1-3  nights,Sea,Holiday
0,0.991599299,July-September,1-3  nights,Sea,Business
240.8894024,3.095260333,July-September,1-3  nights,Sea,VFR
255.1945656,2.099789097,July-September,1-3  nights,Tunnel,Holiday
436.2873692,1.377045083,July-September,1-3  nights,Tunnel,Business
200.4833765,2.090906538,July-September,1-3  nights,Tunnel,VFR
214.6666577,1.666666667,July-September,1-3  nights,Tunnel,Miscellaneous
743.3095884,5.589885432,July-September,4-7  nights,Air,Holiday
942.5972867,7.351679024,July-September,4-7  nights,Air,Business
467.3086595,3.633577161,July-September,4-7  nights,Air,VFR
531.999992,4,July-September,4-7  nights,Air,Miscellaneous
429.8679014,4.147424236,July-September,4-7  nights,Sea,Holiday
21.72416253,1.983198692,July-September,4-7  nights,Sea,Business
20.21120462,4.127013809,July-September,4-7  nights,Sea,VFR
566.6187572,4.509563998,July-September,4-7  nights,Tunnel,Holiday
757.4195978,4.406734255,July-September,4-7  nights,Tunnel,Business
246.5474641,4.984389124,July-September,4-7  nights,Tunnel,VFR
1555.977687,22.25622525,July-September,4-7  nights,Tunnel,Study
1886.000007,5.999999799,July-September,4-7  nights,Tunnel,Miscellaneous
810.9951044,8.796058911,July-September,8-14 nights,Air,Holiday
109.2055386,2.975436192,July-September,8-14 nights,Air,VFR
103.6379943,3,July-September,8-14 nights,Air,Miscellaneous
318.147719,7.712626341,July-September,8-14 nights,Sea,Holiday
112.4126804,8.654871412,July-September,8-14 nights,Sea,VFR
222.7410329,1.928156585,July-September,8-14 nights,Tunnel,Holiday
80.45049334,2.063507,July-September,8-14 nights,Tunnel,VFR
1244.607686,42.92271983,July-September,8-14 nights,Tunnel,Study
1034.206275,8.275856975,July-September,15+  nights,Air,Holiday
56.49221405,3.967248206,July-September,15+  nights,Air,VFR
2507.280247,10.60486062,July-September,15+  nights,Sea,Holiday
70.65608128,10.31753511,July-September,15+  nights,Sea,VFR
1177.786681,32.45251774,July-September,15+  nights,Tunnel,Business
1801.999906,68.99999548,July-September,15+  nights,Tunnel,Miscellaneous
309.6037457,2.648241198,July-September,1-3  nights,Air,Holiday
439.0002807,2.109142091,July-September,1-3  nights,Air,Business
185.4399931,1.886411187,July-September,1-3  nights,Air,VFR
619.2149561,0.816747588,July-September,1-3  nights,Air,Study
264.5454499,1.891006542,July-September,1-3  nights,Air,Miscellaneous
238.3993162,2.444024442,July-September,1-3  nights,Sea,Holiday
152.5600426,2.103221381,July-September,1-3  nights,Sea,VFR
127.934063,1.917943769,July-September,1-3  nights,Tunnel,Holiday
90.15428184,1.907940007,July-September,1-3  nights,Tunnel,Business
184.4016238,2.552054444,July-September,1-3  nights,Tunnel,VFR
551.1270583,5.207154682,July-September,4-7  nights,Air,Holiday
880.667455,5.990558542,July-September,4-7  nights,Air,Business
176.2539747,4.835143415,July-September,4-7  nights,Air,VFR
595.568634,4.998604668,July-September,4-7  nights,Air,Miscellaneous
340.4217388,4.039723177,July-September,4-7  nights,Sea,Holiday
39.10710541,4.361429208,July-September,4-7  nights,Sea,Business
325.1775529,4.673825374,July-September,4-7  nights,Sea,VFR
250,4,July-September,4-7  nights,Tunnel,Miscellaneous
584.2330898,6.032369207,July-September,8-14 nights,Air,Holiday
15.97832648,9.387211408,July-September,8-14 nights,Air,Business
2360.776741,10.81199476,July-September,8-14 nights,Air,VFR
331.0733348,4.032986004,July-September,8-14 nights,Air,Miscellaneous
1089.753005,6.862978775,July-September,8-14 nights,Sea,Holiday
215.1001903,8.412885862,July-September,8-14 nights,Sea,VFR
421.2432014,7.235787316,July-September,8-14 nights,Tunnel,Holiday
467.8420529,5.174325919,July-September,8-14 nights,Tunnel,VFR
217.4476664,10.18158252,July-September,15+  nights,Air,Holiday
87.83145253,2.346802753,July-September,15+  nights,Air,Business
99.32012224,11.0791328,July-September,15+  nights,Air,VFR
295.7623993,11.43446593,July-September,15+  nights,Air,Study
154.864222,4.603066781,July-September,15+  nights,Sea,Holiday
376.2339507,3.101043581,July-September,1-3  nights,Air,Holiday
520.9795812,1.758246871,July-September,1-3  nights,Air,Business
105.110688,2.52980544,July-September,1-3  nights,Air,VFR
352.0641692,2.076613063,July-September,1-3  nights,Air,Miscellaneous
555.1903515,2.822743467,July-September,1-3  nights,Tunnel,Holiday
613.0408565,6.560201839,July-September,4-7  nights,Air,Holiday
388.9718493,4.089853078,July-September,4-7  nights,Air,Business
791.7919286,5.600593832,July-September,4-7  nights,Air,VFR
253.438029,6.586400921,July-September,4-7  nights,Tunnel,Holiday
946.4555626,11.04539315,July-September,8-14 nights,Air,Holiday
11.97603598,7.092010634,July-September,8-14 nights,Air,Business
131.3820203,5.181080882,July-September,8-14 nights,Air,VFR
460.4178064,6.809490225,July-September,8-14 nights,Air,Study
1440.952039,13.17280162,July-September,8-14 nights,Sea,Holiday
1058.387352,19.14779262,July-September,15+  nights,Air,Holiday
4319.613319,54.07658628,July-September,15+  nights,Air,Business
1928.846873,15.42331093,July-September,15+  nights,Air,VFR
1794.370807,39.00090698,July-September,15+  nights,Air,Miscellaneous
461.9227684,2.501633543,July-September,1-3  nights,Air,Holiday
457.5972927,1.54241473,July-September,1-3  nights,Air,Business
239.8338697,2.417375049,July-September,1-3  nights,Air,VFR
157.3514627,2.044470091,July-September,1-3  nights,Sea,Holiday
510.3273112,1.009073803,July-September,1-3  nights,Sea,Business
399.9999853,1,July-September,1-3  nights,Sea,Study
361.831192,2.27333195,July-September,1-3  nights,Tunnel,Holiday
1684.080205,3.02722151,July-September,1-3  nights,Tunnel,Business
133.832315,2.153836093,July-September,1-3  nights,Tunnel,VFR
641.5465027,4.369907375,July-September,4-7  nights,Air,Holiday
1597.382067,6.21514924,July-September,4-7  nights,Air,Business
145.0602775,4.696404576,July-September,4-7  nights,Air,VFR
208.485137,3.543710959,July-September,4-7  nights,Sea,Holiday
510.3273282,4.036295578,July-September,4-7  nights,Sea,Business
469.5193506,6.899512917,July-September,4-7  nights,Sea,VFR
447.5148121,4.963607988,July-September,4-7  nights,Tunnel,Holiday
224.5440149,4.036295437,July-September,4-7  nights,Tunnel,Business
63.40235715,3.420743736,July-September,4-7  nights,Tunnel,VFR
872.2440639,7.420557327,July-September,8-14 nights,Air,Holiday
285.3689873,8.177880577,July-September,8-14 nights,Sea,Holiday
313.0129139,10.84209093,July-September,8-14 nights,Sea,VFR
183.6342289,8.377979557,July-September,8-14 nights,Tunnel,VFR
14.90310186,17.88375007,July-September,15+  nights,Air,Holiday
1052.589158,23.04718278,July-September,15+  nights,Air,VFR
85.51769205,4.157393668,July-September,15+  nights,Sea,Holiday
310.1431947,2.907664388,July-September,1-3  nights,Air,Holiday
454.9862711,1.383076674,July-September,1-3  nights,Air,Business
240.2302939,1.192581876,July-September,1-3  nights,Air,Miscellaneous
368.605083,3.974428934,July-September,4-7  nights,Air,Holiday
13.96377793,0.863522795,July-September,4-7  nights,Air,Business
263.7438411,6.974607515,July-September,4-7  nights,Air,VFR
367.6610269,5.025893523,July-September,8-14 nights,Sea,Holiday
15985.97665,34.54091414,July-September,15+  nights,Air,Business
214.999996,1.5,July-September,1-3  nights,Air,Business
350.5641478,2.793210034,July-September,1-3  nights,Air,Miscellaneous
476.9326171,5.475895792,July-September,4-7  nights,Air,Holiday
1214.92482,4.999999913,July-September,4-7  nights,Air,Business
167.3114471,5.530179222,July-September,4-7  nights,Air,VFR
805.8168002,7.137473463,July-September,8-14 nights,Air,VFR
435.9776178,2,July-September,8-14 nights,Sea,Holiday
549.0799295,2.759800514,July-September,1-3  nights,Air,Holiday
729.7087767,1.688588678,July-September,1-3  nights,Air,Business
325.6162602,2.901115772,July-September,1-3  nights,Air,VFR
143.638795,0.886832399,July-September,1-3  nights,Air,Miscellaneous
0,0.920000339,July-September,1-3  nights,Sea,Business
250,2,July-September,1-3  nights,Sea,Miscellaneous
349.115094,4.855798527,July-September,4-7  nights,Air,Holiday
15.65633487,3.830136751,July-September,4-7  nights,Air,Business
335.7123281,4.665928144,July-September,4-7  nights,Air,VFR
1302.714713,2.917398868,July-September,4-7  nights,Air,Study
531.8966917,7.856859082,July-September,4-7  nights,Tunnel,VFR
260.0754639,6.775305948,July-September,8-14 nights,Air,Holiday
2103.167665,11.49040917,July-September,8-14 nights,Air,Business
498.2811639,10.04532637,July-September,8-14 nights,Air,VFR
414.0704199,12.64206193,July-September,8-14 nights,Air,Study
2678.858475,12.88000405,July-September,8-14 nights,Tunnel,Business
52.55772515,4.714115111,July-September,8-14 nights,Tunnel,VFR
2884.356525,22.98805777,July-September,15+  nights,Air,Holiday
537.5341222,70.85752725,July-September,15+  nights,Air,Business
161.0572591,5.888787237,July-September,15+  nights,Air,VFR
0.254579637,0.886832416,July-September,15+  nights,Air,Miscellaneous
680.8861991,2.954652771,July-September,1-3  nights,Air,Holiday
340.0958293,1.284213455,July-September,1-3  nights,Air,Business
474.8507983,2.61420327,July-September,1-3  nights,Air,VFR
115.0000065,1,July-September,1-3  nights,Air,Miscellaneous
10.00000003,1,July-September,1-3  nights,Tunnel,Business
590.8130755,5.055132774,July-September,4-7  nights,Air,Holiday
269.3295229,5.267332472,July-September,4-7  nights,Air,VFR
274.0248781,10.34410909,July-September,8-14 nights,Air,Holiday
64.70642624,3.184037867,July-September,8-14 nights,Air,VFR
346.7416814,5.172054309,July-September,15+  nights,Air,Holiday
6596.46213,11.52465366,July-September,15+  nights,Air,VFR
936.6256253,2.396579429,July-September,1-3  nights,Air,Holiday
114.9999983,1,July-September,1-3  nights,Air,Business
327.7660264,2.607645858,July-September,1-3  nights,Air,VFR
622.9304625,3.504137046,July-September,4-7  nights,Air,Holiday
705.6418525,4,July-September,4-7  nights,Air,Business
131.7655155,5.277724275,July-September,4-7  nights,Air,VFR
812.01026,4.957152771,July-September,4-7  nights,Air,Miscellaneous
139.1820553,3.236772315,July-September,4-7  nights,Sea,Holiday
346.6194599,8.299892976,July-September,8-14 nights,Air,Holiday
192.7066373,4.149946129,July-September,15+  nights,Air,Holiday
614.9999816,21.00000046,July-September,15+  nights,Air,Business
179.7351934,2,July-September,15+  nights,Sea,VFR
475.4505022,2.296429957,July-September,1-3  nights,Air,Holiday
557.4229559,1.443509526,July-September,1-3  nights,Air,Business
257.8532545,2.093368806,July-September,1-3  nights,Air,VFR
263.7076963,1.333333311,July-September,1-3  nights,Air,Miscellaneous
377.9999831,1,July-September,1-3  nights,Tunnel,VFR
675.295885,5.061644442,July-September,4-7  nights,Air,Holiday
261.2594654,4.434731391,July-September,4-7  nights,Air,VFR
882.7775486,4,July-September,4-7  nights,Air,Miscellaneous
213.0088134,4.229750684,July-September,8-14 nights,Air,Holiday
414.9999969,11.00000009,July-September,8-14 nights,Air,Study
47.94965251,2,July-September,8-14 nights,Tunnel,Holiday
142.2777583,1.94950114,July-September,15+  nights,Air,Holiday
70.12873231,19.80528884,July-September,15+  nights,Air,Business
885.6593206,21.4485869,July-September,15+  nights,Air,VFR
530.7382561,2.680243455,July-September,1-3  nights,Air,Holiday
1032.312945,2.3070712,July-September,1-3  nights,Air,Business
513.1508589,4.519044523,July-September,4-7  nights,Air,Holiday
1281.35167,4.306532802,July-September,4-7  nights,Air,Business
393.0526645,2.345593341,July-September,4-7  nights,Air,VFR
47.23646096,0.924883153,July-September,8-14 nights,Air,Holiday
1597.734758,9.689699555,July-September,8-14 nights,Air,Business
331.0580807,10.72046626,July-September,8-14 nights,Air,VFR
459.0513453,2.370419935,July-September,1-3  nights,Air,Holiday
248.4382428,1.688854187,July-September,1-3  nights,Air,Business
173.9413143,2.321312647,July-September,1-3  nights,Air,VFR
148.1066345,1,July-September,1-3  nights,Air,Miscellaneous
12.00000027,1,July-September,1-3  nights,Sea,Business
250.9999909,1,July-September,1-3  nights,Tunnel,Business
539.2339875,4.503316057,July-September,4-7  nights,Air,Holiday
980.2820578,3.168106191,July-September,4-7  nights,Air,Business
229.8657311,4.651776935,July-September,4-7  nights,Air,VFR
26.37935202,12.44268126,July-September,8-14 nights,Air,Holiday
1027.676618,12.9605302,July-September,8-14 nights,Air,Business
190.3069802,4,July-September,8-14 nights,Sea,VFR
555.5256744,2.744685098,July-September,1-3  nights,Air,Holiday
211.3593233,1.255576416,July-September,1-3  nights,Air,Business
534.8178908,2.629318742,July-September,1-3  nights,Air,VFR
30.00000062,1,July-September,1-3  nights,Tunnel,VFR
818.9871888,6.723155927,July-September,4-7  nights,Air,Holiday
1017.891702,4.669262357,July-September,4-7  nights,Air,VFR
0,4.9999999,July-September,4-7  nights,Tunnel,VFR
1546.518958,10.87850078,July-September,8-14 nights,Air,Holiday
4164.358971,7.208935361,July-September,8-14 nights,Air,Business
369.982935,13.8312012,July-September,15+  nights,Air,VFR
415.7340904,2.156433049,July-September,1-3  nights,Air,Holiday
492.538018,1.156665273,July-September,1-3  nights,Air,Business
171.1591687,1.963206082,July-September,1-3  nights,Air,VFR
299.9999862,3,July-September,1-3  nights,Sea,VFR
764.1955051,2.321780347,July-September,1-3  nights,Tunnel,Holiday
0,2.999999916,July-September,1-3  nights,Tunnel,VFR
608.5034686,3.392604958,July-September,4-7  nights,Air,Holiday
884.0176138,5.452444741,July-September,4-7  nights,Air,Business
446.5338682,4.549715271,July-September,4-7  nights,Air,VFR
462.0000014,4,July-September,4-7  nights,Air,Miscellaneous
1249.619117,4.643560869,July-September,4-7  nights,Tunnel,Holiday
1369.783392,4.133773717,July-September,8-14 nights,Air,Holiday
2391.941532,9.70020536,July-September,8-14 nights,Air,Business
486.6093961,2.93678613,July-September,8-14 nights,Air,VFR
129.3491069,2.321780333,July-September,8-14 nights,Sea,Holiday
350.9999992,13.00000008,July-September,8-14 nights,Tunnel,VFR
184.787992,3.826566862,July-September,15+  nights,Air,Holiday
132.2498945,4.028118583,July-September,15+  nights,Air,VFR
492.6839664,2.404523107,July-September,1-3  nights,Air,Holiday
458.5323471,1.361251586,July-September,1-3  nights,Air,Business
1036.390548,1.993640814,July-September,1-3  nights,Air,VFR
256.7893102,1.950521812,July-September,1-3  nights,Air,Miscellaneous
796.9130828,4.016475466,July-September,4-7  nights,Air,Holiday
887.9627224,4.06159721,July-September,4-7  nights,Air,Business
640.3977416,3.123393035,July-September,4-7  nights,Air,VFR
305.6473339,2,July-September,4-7  nights,Air,Miscellaneous
72.07221618,2,July-September,4-7  nights,Sea,VFR
153.0157715,2.558930377,July-September,4-7  nights,Tunnel,Holiday
581.2996939,4.684538487,July-September,8-14 nights,Air,Holiday
4102.116368,10.3446319,July-September,8-14 nights,Air,VFR
988.1352254,15.61894356,July-September,15+  nights,Air,VFR
1327.391312,1.935150774,July-September,1-3  nights,Air,Holiday
264.9999988,4.99999992,July-September,4-7  nights,Air,VFR
446.9259147,6.946402824,July-September,1-3  nights,Air,Holiday
514.9999927,2,July-September,1-3  nights,Air,Business
507.0639772,3.078489421,July-September,1-3  nights,Air,VFR
527.8662416,2.944165721,July-September,1-3  nights,Tunnel,Holiday
448.999348,12.97841698,July-September,4-7  nights,Air,Holiday
548.0314061,4.104652354,July-September,4-7  nights,Air,VFR
835.2133087,6.920364761,July-September,4-7  nights,Sea,Holiday
3014.999993,12,July-September,8-14 nights,Air,Business
2797.790175,20.60915801,July-September,15+  nights,Sea,Holiday
260.1272672,1.805226166,July-September,1-3  nights,Air,Holiday
680.6486802,4.531035603,July-September,1-3  nights,Air,Business
168.1999909,2.445590724,July-September,1-3  nights,Air,VFR
20.70682691,1.413387936,July-September,1-3  nights,Sea,Business
68.17063308,1.139893007,July-September,1-3  nights,Tunnel,Business
356.8426792,5.608718073,July-September,4-7  nights,Air,Holiday
300.1441783,5.503784349,July-September,4-7  nights,Air,VFR
138.051463,1.139893014,July-September,4-7  nights,Sea,Business
195.1200368,3.336170482,July-September,4-7  nights,Sea,VFR
1007.698242,12.28071767,July-September,8-14 nights,Air,Holiday
158.9551463,12.32372642,July-September,8-14 nights,Air,VFR
268.5590149,11.12056762,July-September,8-14 nights,Sea,VFR
1126.508078,61.61863045,July-September,15+  nights,Air,VFR
252.000013,3,July-September,1-3  nights,Air,Business
1015.000044,6,July-September,4-7  nights,Air,VFR
189.9453619,4.749678395,July-September,1-3  nights,Air,VFR
26.96661457,0.99594988,July-September,1-3  nights,Sea,Business
635.9986673,13.25559168,July-September,4-7  nights,Air,Holiday
629.8188309,18.99871358,July-September,4-7  nights,Air,VFR
115.9489156,2,July-September,8-14 nights,Air,Holiday
2029.416278,99.74325146,July-September,15+  nights,Air,VFR
308.2941475,5.627148845,July-September,1-3  nights,Air,Holiday
2251.709296,2.754246062,July-September,1-3  nights,Air,Business
1696.460453,31.20633039,July-September,1-3  nights,Air,Miscellaneous
7.238134356,0.997146101,July-September,1-3  nights,Sea,Business
10.99482845,1.316302696,July-September,1-3  nights,Tunnel,Business
933.9391512,9.659066665,July-September,4-7  nights,Air,Holiday
308.4818284,3.031479169,July-September,4-7  nights,Air,Business
365.6757899,3.357931388,July-September,4-7  nights,Air,VFR
1850.684226,62.41266683,July-September,4-7  nights,Air,Miscellaneous
57.26923134,4.829533332,July-September,8-14 nights,Air,Holiday
126.7921073,5.372690297,July-September,8-14 nights,Air,VFR
6500.187014,83.54545662,July-September,15+  nights,Air,Business
1119.078208,109.4685685,July-September,15+  nights,Air,VFR
303.7803118,3.570734084,July-September,1-3  nights,Air,Holiday
127.2985296,2.561232448,July-September,1-3  nights,Air,Business
341.1329887,3.874772734,July-September,1-3  nights,Air,VFR
333.4277131,1.376061162,July-September,1-3  nights,Air,Miscellaneous
423.7824395,5.831191299,July-September,4-7  nights,Air,Holiday
548.3668567,6.034718025,July-September,4-7  nights,Air,Business
504.018095,6.023835361,July-September,4-7  nights,Tunnel,Holiday
633.0055918,2.414134405,July-September,1-3  nights,Air,Holiday
940.0000239,1.5,July-September,1-3  nights,Air,Business
135.0000023,1,July-September,1-3  nights,Air,Miscellaneous
570.5984959,4.398147103,July-September,4-7  nights,Air,Holiday
1215.000011,5.99999983,July-September,4-7  nights,Air,Business
578.3811461,5.409121288,July-September,4-7  nights,Air,VFR
998.1690486,5.102142821,July-September,8-14 nights,Air,Holiday
1038.469468,9.362096264,July-September,8-14 nights,Air,VFR
657.5113779,13.59050876,July-September,8-14 nights,Air,Study
708.2133623,8.533766131,July-September,8-14 nights,Sea,Holiday
530.3284427,29.4015285,July-September,15+  nights,Air,Holiday
1635.00012,18.00000015,July-September,15+  nights,Air,Business
587.5627111,18.33761466,July-September,15+  nights,Air,VFR
677.0249639,19.41501272,July-September,15+  nights,Air,Study
838.3529919,2.994114906,July-September,1-3  nights,Air,Holiday
1110.256603,1.98345392,July-September,1-3  nights,Air,Business
140.0000028,2,July-September,1-3  nights,Air,VFR
81.01015414,1,July-September,1-3  nights,Air,Miscellaneous
1097.64306,5.937978376,July-September,4-7  nights,Air,Holiday
880.6154413,3.891078867,July-September,4-7  nights,Air,Business
259.4187796,4.444187706,July-September,4-7  nights,Air,VFR
694.0088138,5.02130872,July-September,4-7  nights,Air,Miscellaneous
1074.311593,9.962244131,July-September,8-14 nights,Air,Holiday
649.1091358,10.83541602,July-September,8-14 nights,Air,VFR
1015.000007,8,July-September,8-14 nights,Air,Miscellaneous
1000,10.99999992,July-September,8-14 nights,Tunnel,Holiday
8.763641134,14.00000043,July-September,15+  nights,Air,VFR
242.0707606,17.99999969,July-September,15+  nights,Air,Study
917.1690987,2.743132408,July-September,1-3  nights,Air,Holiday
2361.833699,1.868776496,July-September,1-3  nights,Air,Business
9.776505729,1.538987497,July-September,1-3  nights,Sea,Business
